"","port_inst_dat.REGION","port_inst_dat.COSTT4_A","value","fact_tuition"
"1410",1,14016,1966.02420363829,"$4,600-$20,000"
"1411",1,30766,719.984977382843,"$20,000-$35,400"
"1412",1,13918,612.891861033141,"$4,600-$20,000"
"1414",1,36013,524.323348744773,"$35,400-$50,700"
"1415",1,59182,675.68946799135,"50,800-$65,000"
"1417",1,57496,1533.95465984476,"50,800-$65,000"
"1419",1,60159,1215.27875586072,"50,800-$65,000"
"1422",1,38283,46.278060469043,"$35,400-$50,700"
"1423",1,74288,150.088994217093,"$66,200-$81,530"
"1424",1,56676,1007.56549578816,"50,800-$65,000"
"1425",1,54077,1691.92483725947,"50,800-$65,000"
"1427",1,49424,83.7295911974539,"$35,400-$50,700"
"1428",1,22908,610.256785360714,"$20,000-$35,400"
"1429",1,23678,696.949258700903,"$20,000-$35,400"
"1430",1,29175,160.512594225935,"$20,000-$35,400"
"1431",1,52113,1097.55337566597,"50,800-$65,000"
"1433",1,13598,178.538774449141,"$4,600-$20,000"
"1434",1,66592,33.9664178571743,"$66,200-$81,530"
"1435",1,74171,1560.46638884365,"$66,200-$81,530"
"1437",1,41482,699.481667200091,"$35,400-$50,700"
"1438",1,63132,1462.91291825651,"50,800-$65,000"
"1439",1,13231,537.788889125457,"$4,600-$20,000"
"1440",1,54503,1248.89102959426,"50,800-$65,000"
"1442",1,48043,41.4184696326647,"$35,400-$50,700"
"1443",1,61270,469.529624372503,"50,800-$65,000"
"1445",1,22152,1586.56481203366,"$20,000-$35,400"
"1446",1,26579,43.3079327468344,"$20,000-$35,400"
"1447",1,28706,271.258190341709,"$20,000-$35,400"
"1448",1,12014,777.041018030291,"$4,600-$20,000"
"1449",1,54367,34.2950317839981,"50,800-$65,000"
"1450",1,30744,215.916403076864,"$20,000-$35,400"
"1451",1,63681,2218.47456298593,"50,800-$65,000"
"1452",1,30709,737.395315149826,"$20,000-$35,400"
"1456",1,13741,148.745725051197,"$4,600-$20,000"
"1457",1,61163,518.077592410133,"50,800-$65,000"
"1459",1,10319,428.197756765655,"$4,600-$20,000"
"1460",1,53334,1235.20287750734,"50,800-$65,000"
"1461",1,59800,364.977190204046,"50,800-$65,000"
"1462",1,13721,164.461091834324,"$4,600-$20,000"
"1464",1,55840,701.545265891388,"50,800-$65,000"
"1467",1,52126,1092.62503751022,"50,800-$65,000"
"1468",1,23508,1452.74288898588,"$20,000-$35,400"
"1470",1,13659,292.649376021035,"$4,600-$20,000"
"1471",1,75732,898.736956744134,"$66,200-$81,530"
"1472",1,11792,1406.60471780676,"$4,600-$20,000"
"1473",1,49563,1640.80376202299,"$35,400-$50,700"
"1474",1,36400,230.190301677889,"$35,400-$50,700"
"1476",1,19323,130.28123900516,"$4,600-$20,000"
"1477",1,12932,573.037021381962,"$4,600-$20,000"
"1478",1,56979,889.498500797279,"50,800-$65,000"
"1479",1,16027,1730.31389568429,"$4,600-$20,000"
"1481",1,25446,317.861541862382,"$20,000-$35,400"
"1482",1,49666,1336.13193444957,"$35,400-$50,700"
"1483",1,77332,75.234697265604,"$66,200-$81,530"
"1484",1,72636,733.432006329516,"$66,200-$81,530"
"1486",1,54939,1100.71921617146,"50,800-$65,000"
"1487",1,14468,1815.45837461953,"$4,600-$20,000"
"1488",1,29588,154.968389560079,"$20,000-$35,400"
"1489",1,62472,1848.29185932817,"50,800-$65,000"
"1490",1,57831,258.033573626834,"50,800-$65,000"
"1492",1,78983,55.4698075489572,"$66,200-$81,530"
"1493",1,78036,1276.65266724921,"$66,200-$81,530"
"1494",1,50966,201.407234826199,"50,800-$65,000"
"1495",1,53760,1105.125571555,"50,800-$65,000"
"1496",1,24422,1432.59005313057,"$20,000-$35,400"
"1497",1,69940,31.0095311230163,"$66,200-$81,530"
"1498",1,66540,10.2283638177949,"$66,200-$81,530"
"1499",1,71962,88.4247343504634,"$66,200-$81,530"
"1500",1,18674,37.5092154774242,"$4,600-$20,000"
"1501",3,55669,308.207438705426,"50,800-$65,000"
"1502",3,64474,351.842652407032,"50,800-$65,000"
"1505",3,57306,721.870960790097,"50,800-$65,000"
"1506",3,10112,2308.77270432209,"$4,600-$20,000"
"1507",3,42156,557.495835710391,"$35,400-$50,700"
"1508",3,46100,651.302147390623,"$35,400-$50,700"
"1509",3,22251,306.50926818243,"$20,000-$35,400"
"1510",3,14568,719.877295323833,"$4,600-$20,000"
"1512",3,51965,888.529946849838,"50,800-$65,000"
"1514",3,26377,671.810694265698,"$20,000-$35,400"
"1516",3,26085,365.555864454467,"$20,000-$35,400"
"1517",3,10960,1617.199130733,"$4,600-$20,000"
"1519",3,35234,426.004877054644,"$20,000-$35,400"
"1520",3,46522,201.152693540251,"$35,400-$50,700"
"1522",3,58488,156.415606958909,"50,800-$65,000"
"1523",3,32252,1118.8624292329,"$20,000-$35,400"
"1525",3,10972,2063.10101045679,"$4,600-$20,000"
"1527",3,22366,355.555449774621,"$20,000-$35,400"
"1528",3,38881,706.353027681311,"$35,400-$50,700"
"1529",3,45898,713.08774946325,"$35,400-$50,700"
"1530",3,25802,789.883164766529,"$20,000-$35,400"
"1532",3,24295,762.656364633533,"$20,000-$35,400"
"1533",3,12917,563.965158618827,"$4,600-$20,000"
"1534",3,58080,1679.02940403794,"50,800-$65,000"
"1535",3,13139,1387.14129885679,"$4,600-$20,000"
"1536",3,23370,888.352309306646,"$20,000-$35,400"
"1537",3,37413,1479.38060488465,"$35,400-$50,700"
"1538",3,13840,1131.35870238749,"$4,600-$20,000"
"1539",3,24861,85.7480642373605,"$20,000-$35,400"
"1540",3,26584,380.426806439752,"$20,000-$35,400"
"1541",3,9436,931.392316391961,"$4,600-$20,000"
"1543",3,50256,0.193253413846156,"$35,400-$50,700"
"1544",3,18346,1547.24381097165,"$4,600-$20,000"
"1545",3,66172,1821.37060644983,"$66,200-$81,530"
"1546",3,10439,1737.71835097863,"$4,600-$20,000"
"1547",3,12287,717.773682330729,"$4,600-$20,000"
"1548",3,12621,1673.29846873972,"$4,600-$20,000"
"1550",3,14500,1826.66560694389,"$4,600-$20,000"
"1551",3,24374,1573.44181633032,"$20,000-$35,400"
"1552",3,10192,560.536330605975,"$4,600-$20,000"
"1553",3,51676,964.02341168981,"50,800-$65,000"
"1555",3,10512,1421.07138682623,"$4,600-$20,000"
"1556",3,37218,87.339174604865,"$35,400-$50,700"
"1557",3,33462,186.58804586296,"$20,000-$35,400"
"1558",3,31300,1029.78761742022,"$20,000-$35,400"
"1560",3,20623,611.618240511131,"$20,000-$35,400"
"1561",3,30572,996.144485384169,"$20,000-$35,400"
"1562",3,21531,1997.17141698332,"$20,000-$35,400"
"1563",3,21703,430.497182208587,"$20,000-$35,400"
"1564",3,13989,1622.42211982881,"$4,600-$20,000"
"1565",3,9721,657.556013658221,"$4,600-$20,000"
"1566",3,13356,435.23488147727,"$4,600-$20,000"
"1567",3,10571,132.509947607782,"$4,600-$20,000"
"1568",3,11036,1354.15094430305,"$4,600-$20,000"
"1569",3,24567,519.017293664559,"$20,000-$35,400"
"1570",3,12998,271.176170698003,"$4,600-$20,000"
"1571",3,43919,965.097968454008,"$35,400-$50,700"
"1572",3,10429,570.132896672537,"$4,600-$20,000"
"1573",3,23229,958.283563325614,"$20,000-$35,400"
"1574",3,44592,475.111109457165,"$35,400-$50,700"
"1576",3,33225,563.238799094557,"$20,000-$35,400"
"1581",3,22586,1282.117650771,"$20,000-$35,400"
"1582",3,10282,1193.83683085892,"$4,600-$20,000"
"1583",3,39807,790.718498401067,"$35,400-$50,700"
"1584",3,12379,225.72055695951,"$4,600-$20,000"
"1585",3,15419,84.9292650386666,"$4,600-$20,000"
"1586",3,42167,29.5796460220245,"$35,400-$50,700"
"1587",3,8796,123.414774121328,"$4,600-$20,000"
"1588",3,34697,17.1957964965126,"$20,000-$35,400"
"1592",3,9494,1675.2236362921,"$4,600-$20,000"
"1593",3,9928,353.01513201769,"$4,600-$20,000"
"1594",3,25657,816.973785030738,"$20,000-$35,400"
"1595",3,10082,156.171561909096,"$4,600-$20,000"
"1597",3,26409,276.799031985369,"$20,000-$35,400"
"1599",4,38182,367.978210474199,"$35,400-$50,700"
"1600",4,18376,648.542337940507,"$4,600-$20,000"
"1601",4,17315,170.50834646775,"$4,600-$20,000"
"1602",4,15434,969.892162980729,"$4,600-$20,000"
"1603",4,54738,701.659982613791,"50,800-$65,000"
"1604",4,14240,2156.87612949593,"$4,600-$20,000"
"1605",4,18269,527.316632998081,"$4,600-$20,000"
"1606",4,21352,343.045996241071,"$20,000-$35,400"
"1607",4,38783,163.898855930031,"$35,400-$50,700"
"1608",4,53361,99.5429442590736,"50,800-$65,000"
"1609",4,16872,435.060582858714,"$4,600-$20,000"
"1610",4,77433,528.467404914001,"$66,200-$81,530"
"1611",4,56594,232.828888081388,"50,800-$65,000"
"1612",4,31634,437.933442612768,"$20,000-$35,400"
"1613",4,15595,120.424306546955,"$4,600-$20,000"
"1614",4,28000,932.352326001052,"$20,000-$35,400"
"1615",4,18516,926.850229409042,"$4,600-$20,000"
"1617",4,14684,229.483240438712,"$4,600-$20,000"
"1618",4,16657,1309.70083638804,"$4,600-$20,000"
"1619",4,61215,139.803250224703,"50,800-$65,000"
"1620",4,52529,825.964431969498,"50,800-$65,000"
"1622",4,16251,515.709533508264,"$4,600-$20,000"
"1623",4,14734,1609.50952606128,"$4,600-$20,000"
"1625",4,15176,1169.53822217787,"$4,600-$20,000"
"1626",4,17560,2567.75888017598,"$4,600-$20,000"
"1628",4,73771,319.20014637837,"$66,200-$81,530"
"1629",4,14616,595.876095700638,"$4,600-$20,000"
"1630",4,21060,236.124235048463,"$20,000-$35,400"
"1632",4,16593,862.164475882565,"$4,600-$20,000"
"1633",4,23914,306.832651446914,"$20,000-$35,400"
"1634",4,27508,1286.23156694266,"$20,000-$35,400"
"1635",4,23749,208.993163774883,"$20,000-$35,400"
"1636",4,54485,635.0512682047,"50,800-$65,000"
"1637",4,17465,729.055249686333,"$4,600-$20,000"
"1638",4,30029,671.968326105189,"$20,000-$35,400"
"1640",4,25227,37.6933695728177,"$20,000-$35,400"
"1641",4,24552,177.171935402388,"$20,000-$35,400"
"1643",4,22319,126.524769918517,"$20,000-$35,400"
"1644",4,14693,170.479089965071,"$4,600-$20,000"
"1645",4,16198,158.139345054694,"$4,600-$20,000"
"1646",4,39360,1177.34503176515,"$35,400-$50,700"
"1647",4,16627,572.02608243161,"$4,600-$20,000"
"1648",4,45257,1346.71640817757,"$35,400-$50,700"
"1649",4,26958,524.003924869412,"$20,000-$35,400"
"1650",4,30505,881.321303113957,"$20,000-$35,400"
"1651",4,15773,441.303515012766,"$4,600-$20,000"
"1652",4,13773,909.597375941831,"$4,600-$20,000"
"1653",4,18054,13.729879501688,"$4,600-$20,000"
"1654",4,62812,1173.93542159324,"50,800-$65,000"
"1655",4,13053,128.948051327338,"$4,600-$20,000"
"1656",4,19875,566.296985551874,"$4,600-$20,000"
"1657",4,62219,1224.71995968714,"50,800-$65,000"
"1658",4,51410,144.859904871892,"50,800-$65,000"
"1659",4,65010,1509.0875436473,"50,800-$65,000"
"1660",4,42876,174.625128715313,"$35,400-$50,700"
"1661",4,51880,2004.71716933537,"50,800-$65,000"
"1662",4,60092,805.98182377034,"50,800-$65,000"
"1664",4,51940,203.045085105991,"50,800-$65,000"
"1665",4,24450,1244.89016292099,"$20,000-$35,400"
"1666",4,17378,1657.33765099476,"$4,600-$20,000"
"1667",4,20989,50.6821488367617,"$20,000-$35,400"
"1670",4,18113,808.139873389545,"$4,600-$20,000"
"1671",4,31909,1494.0190934515,"$20,000-$35,400"
"1672",4,15881,50.8775138637982,"$4,600-$20,000"
"1673",4,20388,2323.85873455245,"$20,000-$35,400"
"1674",4,22312,668.984627746685,"$20,000-$35,400"
"1676",4,14530,405.527335633792,"$4,600-$20,000"
"1677",5,22940,1171.05927007456,"$20,000-$35,400"
"1678",5,36113,167.482555625063,"$35,400-$50,700"
"1679",5,26868,391.302574991196,"$20,000-$35,400"
"1681",5,8090,404.801362065486,"$4,600-$20,000"
"1682",5,10899,401.015145255833,"$4,600-$20,000"
"1683",5,21105,137.487175345913,"$20,000-$35,400"
"1684",5,11840,513.669390676167,"$4,600-$20,000"
"1685",5,12663,1789.71739406262,"$4,600-$20,000"
"1688",5,9560,1280.25501974778,"$4,600-$20,000"
"1689",5,12304,519.860117760674,"$4,600-$20,000"
"1690",5,11175,887.597051648597,"$4,600-$20,000"
"1691",5,24637,584.954712116435,"$20,000-$35,400"
"1692",5,10976,308.657837711881,"$4,600-$20,000"
"1693",5,12094,666.349783311886,"$4,600-$20,000"
"1694",5,57505,284.154619594878,"50,800-$65,000"
"1695",5,7796,1994.30361193857,"$4,600-$20,000"
"1696",5,25492,1607.16993052983,"$20,000-$35,400"
"1697",5,20480,1512.63515962354,"$20,000-$35,400"
"1698",5,20315,236.191406579003,"$20,000-$35,400"
"1699",5,35853,1084.02796776023,"$35,400-$50,700"
"1701",5,13931,102.868320696781,"$4,600-$20,000"
"1702",5,25795,677.008157681065,"$20,000-$35,400"
"1703",5,13198,49.8305861252909,"$4,600-$20,000"
"1704",5,11781,545.545056571716,"$4,600-$20,000"
"1705",5,11917,1251.94605737131,"$4,600-$20,000"
"1706",5,16700,124.79379343638,"$4,600-$20,000"
"1707",5,11264,1546.15732465549,"$4,600-$20,000"
"1708",5,11009,1256.02581278497,"$4,600-$20,000"
"1709",5,24119,675.982881360817,"$20,000-$35,400"
"1710",5,17173,1235.69663321118,"$4,600-$20,000"
"1713",5,23738,883.018603612424,"$20,000-$35,400"
"1715",4,31636,502.689957708609,"$20,000-$35,400"
"1716",4,25648,140.154339722891,"$20,000-$35,400"
"1718",4,27314,1467.9763671877,"$20,000-$35,400"
"1719",4,19191,498.852358195529,"$4,600-$20,000"
"1721",4,19890,755.813081353897,"$4,600-$20,000"
"1722",4,41884,623.657955627947,"$35,400-$50,700"
"1723",4,20098,897.271387222904,"$20,000-$35,400"
"1725",4,39183,827.53634826929,"$35,400-$50,700"
"1726",4,37699,2353.82865905199,"$35,400-$50,700"
"1727",4,38960,1026.79744700478,"$35,400-$50,700"
"1729",4,33941,1777.88699843611,"$20,000-$35,400"
"1731",4,10938,760.085620410114,"$4,600-$20,000"
"1732",4,41119,1649.07430845867,"$35,400-$50,700"
"1733",4,42802,246.817011573177,"$35,400-$50,700"
"1734",4,12257,1272.14731326341,"$4,600-$20,000"
"1737",4,37907,777.240667647115,"$35,400-$50,700"
"1738",4,42135,1959.77848616475,"$35,400-$50,700"
"1739",4,28282,359.357696451518,"$20,000-$35,400"
"1740",4,12404,1469.91040778944,"$4,600-$20,000"
"1741",4,36584,802.056887254495,"$35,400-$50,700"
"1742",4,18565,709.835848386299,"$4,600-$20,000"
"1745",4,13583,186.037360669654,"$4,600-$20,000"
"1748",4,53484,949.612035670015,"50,800-$65,000"
"1751",4,7025,950.562921637652,"$4,600-$20,000"
"1753",4,20912,611.598465924578,"$20,000-$35,400"
"1754",4,31101,432.201582099557,"$20,000-$35,400"
"1755",4,16273,477.190237271684,"$4,600-$20,000"
"1756",4,21749,1705.30456818558,"$20,000-$35,400"
"1757",4,12764,583.805689901191,"$4,600-$20,000"
"1759",4,43856,1275.4547635991,"$35,400-$50,700"
"1762",4,24102,1593.99490613455,"$20,000-$35,400"
"1763",4,15293,127.491020839857,"$4,600-$20,000"
"1764",4,41811,1778.6401321993,"$35,400-$50,700"
"1765",4,16181,1317.28754247284,"$4,600-$20,000"
"1766",4,35117,718.369071694039,"$20,000-$35,400"
"1767",4,20013,180.270471850239,"$20,000-$35,400"
"1768",4,27518,1950.65086373697,"$20,000-$35,400"
"1769",4,22643,434.761551192872,"$20,000-$35,400"
"1770",4,23352,742.954049612032,"$20,000-$35,400"
"1771",4,24972,106.390179698392,"$20,000-$35,400"
"1772",4,12417,1318.61351525768,"$4,600-$20,000"
"1775",4,21858,1975.03471919973,"$20,000-$35,400"
"1776",4,20745,1328.2266016609,"$20,000-$35,400"
"1777",4,23537,1297.49009725381,"$20,000-$35,400"
"1778",4,31428,1339.01489555647,"$20,000-$35,400"
"1779",4,22766,162.202197557771,"$20,000-$35,400"
"1780",4,23883,538.580822429011,"$20,000-$35,400"
"1782",4,23047,514.460995079465,"$20,000-$35,400"
"1784",4,53456,539.561947028436,"50,800-$65,000"
"1786",4,63757,806.320959080678,"50,800-$65,000"
"1789",4,23078,620.642113130147,"$20,000-$35,400"
"1790",4,49252,296.175713341356,"$35,400-$50,700"
"1791",4,12296,3.53894861067318,"$4,600-$20,000"
"1793",4,36077,401.344976429279,"$35,400-$50,700"
"1794",4,14166,926.836278929247,"$4,600-$20,000"
"1796",4,12392,910.037775017048,"$4,600-$20,000"
"1797",4,37566,1285.61358379805,"$35,400-$50,700"
"1798",4,21219,759.473470131452,"$20,000-$35,400"
"1799",4,22720,794.247931815021,"$20,000-$35,400"
"1800",4,16621,940.587170709014,"$4,600-$20,000"
"1801",4,15809,241.533477749172,"$4,600-$20,000"
"1803",4,79586,52.9650816105338,"$66,200-$81,530"
"1804",4,44508,1363.5573002979,"$35,400-$50,700"
"1805",4,46734,905.092633448752,"$35,400-$50,700"
"1806",4,49283,14.0876426607475,"$35,400-$50,700"
"1807",4,42236,1990.30111985132,"$35,400-$50,700"
"1809",7,12680,114.436489726294,"$4,600-$20,000"
"1811",7,15702,712.489170105402,"$4,600-$20,000"
"1813",7,51646,2137.48690668015,"50,800-$65,000"
"1814",7,15059,18.0707873754523,"$4,600-$20,000"
"1816",7,17260,1652.46090487858,"$4,600-$20,000"
"1817",7,14260,576.749565983664,"$4,600-$20,000"
"1818",7,13021,1002.67571409037,"$4,600-$20,000"
"1819",7,10713,1463.28861367512,"$4,600-$20,000"
"1820",7,13023,818.818857864311,"$4,600-$20,000"
"1821",7,41324,441.669385029851,"$35,400-$50,700"
"1822",7,17605,485.512034377409,"$4,600-$20,000"
"1823",7,11635,1205.74360296909,"$4,600-$20,000"
"1824",7,13062,1237.13906341843,"$4,600-$20,000"
"1825",7,21266,139.36427841543,"$20,000-$35,400"
"1826",7,22358,1013.75558464526,"$20,000-$35,400"
"1827",7,20680,169.730420873209,"$20,000-$35,400"
"1828",7,15637,367.971840250326,"$4,600-$20,000"
"1829",7,42238,184.673757970807,"$35,400-$50,700"
"1830",7,11497,150.411848443967,"$4,600-$20,000"
"1831",7,18488,1067.640559878,"$4,600-$20,000"
"1832",7,18310,286.182778953193,"$4,600-$20,000"
"1833",4,20930,1430.2910554665,"$20,000-$35,400"
"1834",4,24537,422.509258974244,"$20,000-$35,400"
"1835",4,30943,1045.3297413085,"$20,000-$35,400"
"1836",4,12804,536.712736761172,"$4,600-$20,000"
"1837",4,22078,135.023996304401,"$20,000-$35,400"
"1839",4,47238,548.849532132694,"$35,400-$50,700"
"1840",4,58328,68.9971003215364,"50,800-$65,000"
"1841",4,52170,1010.25038665169,"50,800-$65,000"
"1842",4,46351,336.617388479847,"$35,400-$50,700"
"1845",4,23361,481.71098054822,"$20,000-$35,400"
"1846",4,30213,523.9941168997,"$20,000-$35,400"
"1847",4,9378,46.6413554865928,"$4,600-$20,000"
"1848",4,12609,798.513443497767,"$4,600-$20,000"
"1849",4,47552,697.984816661443,"$35,400-$50,700"
"1850",4,19834,680.862884286206,"$4,600-$20,000"
"1851",4,12989,620.835020524546,"$4,600-$20,000"
"1853",4,49581,1060.9006431924,"$35,400-$50,700"
"1854",4,24616,896.415015431529,"$20,000-$35,400"
"1855",4,13351,217.924167853122,"$4,600-$20,000"
"1856",4,21534,2250.31999217407,"$20,000-$35,400"
"1857",4,12830,247.365901267004,"$4,600-$20,000"
"1858",4,32500,1324.90865371029,"$20,000-$35,400"
"1859",4,11881,1360.64661897487,"$4,600-$20,000"
"1860",4,37738,306.588684032349,"$35,400-$50,700"
"1861",4,17927,245.502878871633,"$4,600-$20,000"
"1862",4,20255,85.5446981888598,"$20,000-$35,400"
"1863",4,13289,616.444596048605,"$4,600-$20,000"
"1864",4,31650,525.597014951484,"$20,000-$35,400"
"1867",8,13090,973.039659419698,"$4,600-$20,000"
"1868",8,31520,2219.626593594,"$20,000-$35,400"
"1869",8,19519,366.836222420061,"$4,600-$20,000"
"1870",8,23594,822.456759887749,"$20,000-$35,400"
"1871",8,12124,976.672612613532,"$4,600-$20,000"
"1872",8,49689,633.326124429641,"$35,400-$50,700"
"1873",8,13898,1027.63701582733,"$4,600-$20,000"
"1874",8,18459,1047.87392463607,"$4,600-$20,000"
"1875",1,62719,498.634519784578,"50,800-$65,000"
"1876",1,80184,634.809583791829,"$66,200-$81,530"
"1879",1,58634,1777.46822197045,"50,800-$65,000"
"1882",1,35456,157.101908961351,"$35,400-$50,700"
"1884",1,57233,871.89403144729,"50,800-$65,000"
"1886",1,27322,182.825689762354,"$20,000-$35,400"
"1888",1,34157,1900.66116096593,"$20,000-$35,400"
"1889",1,29113,995.805549568838,"$20,000-$35,400"
"1890",1,26036,1475.43907733441,"$20,000-$35,400"
"1891",1,28186,155.92694660933,"$20,000-$35,400"
"1892",1,22652,630.432636528329,"$20,000-$35,400"
"1893",1,20304,617.678995780561,"$20,000-$35,400"
"1894",1,23979,490.53694625586,"$20,000-$35,400"
"1895",1,20159,1737.14404567012,"$20,000-$35,400"
"1896",1,18789,543.377108754526,"$4,600-$20,000"
"1897",1,18291,95.7924403214755,"$4,600-$20,000"
"1898",1,20647,2525.40722811079,"$20,000-$35,400"
"1900",1,47773,754.053259721095,"$35,400-$50,700"
"1901",1,61939,86.697292656081,"50,800-$65,000"
"1903",1,16088,1957.75065389178,"$4,600-$20,000"
"1904",1,35700,1187.39303753317,"$35,400-$50,700"
"1905",2,36978,800.552888359515,"$35,400-$50,700"
"1907",2,14739,490.682176710703,"$4,600-$20,000"
"1909",2,15389,1952.80001442669,"$4,600-$20,000"
"1910",2,34977,220.629825516132,"$20,000-$35,400"
"1912",2,43583,919.137344879261,"$35,400-$50,700"
"1913",2,15185,882.356221025502,"$4,600-$20,000"
"1914",2,11647,12.3018179971203,"$4,600-$20,000"
"1915",2,47653,662.989930129331,"$35,400-$50,700"
"1916",2,11230,999.682130570152,"$4,600-$20,000"
"1917",2,49199,1767.66501591357,"$35,400-$50,700"
"1921",2,14103,1214.1254233897,"$4,600-$20,000"
"1922",2,12958,2373.13721487144,"$4,600-$20,000"
"1923",2,47597,2205.98634596941,"$35,400-$50,700"
"1925",2,13056,169.812422453473,"$4,600-$20,000"
"1927",2,49246,547.349443378317,"$35,400-$50,700"
"1928",2,48561,9.36877797554914,"$35,400-$50,700"
"1929",2,54402,1064.19516375307,"50,800-$65,000"
"1931",2,46725,1072.40437048903,"$35,400-$50,700"
"1932",2,31040,331.833812519017,"$20,000-$35,400"
"1933",2,11531,30.2416379716507,"$4,600-$20,000"
"1935",2,36949,1097.41865651821,"$35,400-$50,700"
"1937",2,12240,502.816822876144,"$4,600-$20,000"
"1938",2,25165,625.355357844779,"$20,000-$35,400"
"1939",2,27477,103.604170432416,"$20,000-$35,400"
"1940",2,25272,308.991689634079,"$20,000-$35,400"
"1943",2,18588,533.066095485592,"$4,600-$20,000"
"1944",2,18524,227.738563203497,"$4,600-$20,000"
"1945",2,53733,1772.99487171116,"50,800-$65,000"
"1946",2,23180,129.882562941224,"$20,000-$35,400"
"1947",2,33096,1614.40785680587,"$20,000-$35,400"
"1948",2,25328,78.756957104893,"$20,000-$35,400"
"1951",2,29862,596.868699237269,"$20,000-$35,400"
"1952",2,17080,53.8416966239084,"$4,600-$20,000"
"1955",2,14142,467.778673250413,"$4,600-$20,000"
"1958",2,68044,283.354887528925,"$66,200-$81,530"
"1959",2,23500,1557.57250695304,"$20,000-$35,400"
"1960",2,23579,1118.34982216146,"$20,000-$35,400"
"1962",2,58498,819.942616270339,"50,800-$65,000"
"1963",2,26094,1555.10306891204,"$20,000-$35,400"
"1964",2,24777,2461.097092766,"$20,000-$35,400"
"1965",2,25808,442.304457941341,"$20,000-$35,400"
"1968",2,46773,896.262272528431,"$35,400-$50,700"
"1969",2,17036,506.523762450126,"$4,600-$20,000"
"1970",2,62269,147.405057983622,"50,800-$65,000"
"1972",2,46660,1123.73858480342,"$35,400-$50,700"
"1973",2,12975,1463.22448042821,"$4,600-$20,000"
"1974",2,72603,595.867840787753,"$66,200-$81,530"
"1975",2,28450,644.786185818176,"$20,000-$35,400"
"1976",2,20900,924.702806837783,"$20,000-$35,400"
"1977",2,27625,513.905556243576,"$20,000-$35,400"
"1979",2,24171,274.15534404681,"$20,000-$35,400"
"1980",2,16441,1623.4819140631,"$4,600-$20,000"
"1981",2,24404,1403.23046072226,"$20,000-$35,400"
"1983",6,10194,1049.57985898999,"$4,600-$20,000"
"1984",6,8480,958.202988286025,"$4,600-$20,000"
"1985",6,11603,1099.72469787791,"$4,600-$20,000"
"1986",6,10386,619.329619091688,"$4,600-$20,000"
"1987",6,14319,229.152411506152,"$4,600-$20,000"
"1988",6,11654,460.997255316952,"$4,600-$20,000"
"1989",6,21823,276.759137232295,"$20,000-$35,400"
"1990",6,20543,1576.25970263277,"$20,000-$35,400"
"1991",6,8835,762.200540972234,"$4,600-$20,000"
"1992",6,16920,957.270684461796,"$4,600-$20,000"
"1993",6,11577,470.830692824905,"$4,600-$20,000"
"1994",6,20876,751.702421992388,"$20,000-$35,400"
"1995",6,13466,518.128919183728,"$4,600-$20,000"
"1996",6,20184,374.956903115966,"$20,000-$35,400"
"1997",6,13103,589.863155886725,"$4,600-$20,000"
"1998",6,12622,299.391047845759,"$4,600-$20,000"
"1999",6,12410,331.459895006309,"$4,600-$20,000"
"2000",6,19510,362.663161755653,"$4,600-$20,000"
"2001",6,13729,933.900921561859,"$4,600-$20,000"
"2002",6,13159,419.705308055941,"$4,600-$20,000"
"2003",6,12397,960.848263225506,"$4,600-$20,000"
"2004",6,13770,92.8038796794809,"$4,600-$20,000"
"2005",6,28185,1145.46004224204,"$20,000-$35,400"
"2007",6,15922,1464.14368556791,"$4,600-$20,000"
"2008",6,16304,471.043735486731,"$4,600-$20,000"
"2009",6,12952,782.642650626366,"$4,600-$20,000"
"2011",6,20707,61.2702131376172,"$20,000-$35,400"
"2012",2,45414,2842.9606399174,"$35,400-$50,700"
"2013",2,54230,1405.02507045213,"50,800-$65,000"
"2014",2,13763,53.2915812691846,"$4,600-$20,000"
"2015",2,21981,189.956431903248,"$20,000-$35,400"
"2016",2,48114,915.771195786867,"$35,400-$50,700"
"2019",2,52103,34.7161021643247,"50,800-$65,000"
"2022",2,59685,825.291817302413,"50,800-$65,000"
"2023",2,26728,2101.53895016517,"$20,000-$35,400"
"2024",2,43694,1255.50607120462,"$35,400-$50,700"
"2025",2,60908,2126.4152671725,"50,800-$65,000"
"2028",2,21612,1739.19695556326,"$20,000-$35,400"
"2030",2,75997,71.8491003525331,"$66,200-$81,530"
"2031",2,72919,589.536066897251,"$66,200-$81,530"
"2033",2,35006,970.379181167096,"$20,000-$35,400"
"2035",2,16883,46.172878362926,"$4,600-$20,000"
"2038",2,21835,1092.22845650886,"$20,000-$35,400"
"2042",2,13843,41.9195628398875,"$4,600-$20,000"
"2043",2,23421,796.088787589351,"$20,000-$35,400"
"2044",2,23204,430.147148252513,"$20,000-$35,400"
"2045",2,22821,615.87160658844,"$20,000-$35,400"
"2046",2,39531,2222.51914366184,"$35,400-$50,700"
"2048",2,36011,675.386725551217,"$35,400-$50,700"
"2049",2,12932,1724.34049437876,"$4,600-$20,000"
"2050",2,53070,297.383226286417,"50,800-$65,000"
"2051",2,25368,467.811187921591,"$20,000-$35,400"
"2053",2,47465,1053.48987009195,"$35,400-$50,700"
"2054",2,70442,864.277065716515,"$66,200-$81,530"
"2055",2,13412,1990.94651121093,"$4,600-$20,000"
"2058",2,77580,706.256279515436,"$66,200-$81,530"
