"","port_inst_dat.REGION","port_inst_dat.COSTT4_A","value","fact_tuition"
"744",5,12330,686.766815885631,"$4,600-$20,000"
"747",5,38413,476.444974106125,"$35,400-$50,700"
"748",5,20657,336.783527532274,"$20,000-$35,400"
"749",5,53663,82.8399174498111,"50,800-$65,000"
"750",5,9831,1724.79059110106,"$4,600-$20,000"
"751",5,43858,397.364567332704,"$35,400-$50,700"
"752",5,32481,789.908897613213,"$20,000-$35,400"
"753",5,18595,1087.14980256564,"$4,600-$20,000"
"754",5,10682,8.585906923988,"$4,600-$20,000"
"755",5,17743,391.172705453082,"$4,600-$20,000"
"757",5,14552,1725.09596217323,"$4,600-$20,000"
"758",5,20415,72.3482552696507,"$20,000-$35,400"
"759",5,11488,974.373845795788,"$4,600-$20,000"
"760",5,50701,239.036553276439,"$35,400-$50,700"
"761",5,11687,1153.71879213365,"$4,600-$20,000"
"763",5,29915,1966.41338512082,"$20,000-$35,400"
"764",5,14887,170.126595492304,"$4,600-$20,000"
"765",5,32328,1194.47027079946,"$20,000-$35,400"
"766",5,72884,1947.76206699461,"$66,200-$81,530"
"767",5,12533,1415.24433990049,"$4,600-$20,000"
"768",5,20160,3007.84186095324,"$20,000-$35,400"
"770",5,29364,847.729953051107,"$20,000-$35,400"
"771",5,19456,97.7568360529397,"$4,600-$20,000"
"772",5,28032,83.0591205346389,"$20,000-$35,400"
"773",5,23023,401.596396745677,"$20,000-$35,400"
"774",5,27211,1265.91428930827,"$20,000-$35,400"
"775",5,27510,629.876501067141,"$20,000-$35,400"
"776",5,14346,1171.5941157489,"$4,600-$20,000"
"777",5,15597,522.868424522835,"$4,600-$20,000"
"778",5,21409,153.71254925123,"$20,000-$35,400"
"779",5,27740,1096.09830892983,"$20,000-$35,400"
"780",5,19075,1354.20747070541,"$4,600-$20,000"
"782",5,46379,158.330192648279,"$35,400-$50,700"
"783",5,13526,216.115991636652,"$4,600-$20,000"
"784",5,38970,386.666930831241,"$35,400-$50,700"
"785",5,11643,608.382414341377,"$4,600-$20,000"
"786",5,31039,1278.37938661734,"$20,000-$35,400"
"787",5,53755,1085.80081339624,"50,800-$65,000"
"788",5,35735,346.080614752605,"$35,400-$50,700"
"790",5,11999,2001.83720678944,"$4,600-$20,000"
"791",5,50012,1441.22256994939,"$35,400-$50,700"
"792",5,26041,1223.4637214986,"$20,000-$35,400"
"793",5,42329,221.536828070107,"$35,400-$50,700"
"795",5,41522,47.604591236632,"$35,400-$50,700"
"796",5,14238,607.249344999198,"$4,600-$20,000"
"797",5,57722,110.516031086189,"50,800-$65,000"
"798",5,17111,315.226723875921,"$4,600-$20,000"
"799",5,34357,362.463403729001,"$20,000-$35,400"
"800",5,11186,268.002060520235,"$4,600-$20,000"
"802",5,39222,270.678718887449,"$35,400-$50,700"
"803",5,26057,19.3748018981383,"$20,000-$35,400"
"804",5,32877,206.505532633934,"$20,000-$35,400"
"805",5,34382,1182.73546910264,"$20,000-$35,400"
"806",5,13965,626.240816523311,"$4,600-$20,000"
"807",5,20495,1333.24142351946,"$20,000-$35,400"
"808",5,36613,1424.83370177225,"$35,400-$50,700"
"809",5,23563,1305.03505195111,"$20,000-$35,400"
"810",5,44706,1464.4448752187,"$35,400-$50,700"
"811",8,40505,180.883377116624,"$35,400-$50,700"
"812",8,20727,703.768656305717,"$20,000-$35,400"
"813",8,23192,458.081279032629,"$20,000-$35,400"
"815",8,50487,512.313552423143,"$35,400-$50,700"
"816",8,12740,2124.71571323645,"$4,600-$20,000"
"817",8,12590,97.9272623220477,"$4,600-$20,000"
"818",8,14955,736.249393018928,"$4,600-$20,000"
"819",8,12965,436.962328019279,"$4,600-$20,000"
"820",8,14936,978.872244881825,"$4,600-$20,000"
"821",8,16758,35.845335327072,"$4,600-$20,000"
"822",8,15623,824.006220838995,"$4,600-$20,000"
"824",7,24608,42.1827941483599,"$20,000-$35,400"
"825",7,22693,643.876690223533,"$20,000-$35,400"
"826",7,12131,612.899632034502,"$4,600-$20,000"
"827",7,20646,157.886970110885,"$20,000-$35,400"
"828",7,21553,1251.91352625173,"$20,000-$35,400"
"829",7,45560,797.285961868083,"$35,400-$50,700"
"830",7,17731,2131.52254200835,"$4,600-$20,000"
"833",7,11767,1879.26534836637,"$4,600-$20,000"
"834",7,44443,821.934863378034,"$35,400-$50,700"
"836",7,12479,139.018936721142,"$4,600-$20,000"
"837",7,12361,547.03448766574,"$4,600-$20,000"
"839",3,42872,71.8139448137409,"$35,400-$50,700"
"841",3,70532,841.44379336491,"$66,200-$81,530"
"842",3,57422,1534.80695306519,"50,800-$65,000"
"843",3,35882,521.599248601433,"$35,400-$50,700"
"844",3,11671,69.1732438486896,"$4,600-$20,000"
"846",3,11484,594.639740509516,"$4,600-$20,000"
"847",3,34540,1384.12338339771,"$20,000-$35,400"
"849",3,49471,27.4965629936605,"$35,400-$50,700"
"856",3,11190,379.340593463044,"$4,600-$20,000"
"860",3,21945,1162.22489093939,"$20,000-$35,400"
"862",3,81531,1509.54270542987,"$66,200-$81,530"
"863",3,12095,1238.08364672453,"$4,600-$20,000"
"864",3,10140,0.485208439318338,"$4,600-$20,000"
"865",3,11342,172.804435309756,"$4,600-$20,000"
"866",3,10693,620.45896930853,"$4,600-$20,000"
"867",3,9418,167.591401927711,"$4,600-$20,000"
"868",3,10156,89.2212425373271,"$4,600-$20,000"
"869",3,9412,551.429550132745,"$4,600-$20,000"
"870",3,45539,1089.95168603129,"$35,400-$50,700"
"871",3,42257,815.038728482472,"$35,400-$50,700"
"872",3,9711,1418.61966664972,"$4,600-$20,000"
"874",3,56733,1521.74028240179,"50,800-$65,000"
"876",3,13150,226.162711234342,"$4,600-$20,000"
"877",3,29337,1033.37931746439,"$20,000-$35,400"
"878",3,24506,715.835401357692,"$20,000-$35,400"
"879",3,8745,71.4336690695896,"$4,600-$20,000"
"880",3,50133,778.452544940553,"$35,400-$50,700"
"881",3,39139,396.422374825873,"$35,400-$50,700"
"883",3,20466,746.655618688278,"$20,000-$35,400"
"886",3,20806,781.534853085215,"$20,000-$35,400"
"887",3,14241,1603.57156640239,"$4,600-$20,000"
"888",3,42166,643.752300892461,"$35,400-$50,700"
"892",3,21030,146.544803272684,"$20,000-$35,400"
"893",3,12041,1342.41097304727,"$4,600-$20,000"
"895",3,24382,43.9260739892225,"$20,000-$35,400"
"896",3,45304,288.229405543033,"$35,400-$50,700"
"898",3,31102,815.987557384609,"$20,000-$35,400"
"899",3,65676,1228.27529755823,"50,800-$65,000"
"900",3,14084,559.179833816006,"$4,600-$20,000"
"901",3,45289,51.8976128614901,"$35,400-$50,700"
"902",3,13010,1126.69031843335,"$4,600-$20,000"
"903",3,65257,1523.50200408545,"50,800-$65,000"
"904",3,31753,255.624260681299,"$20,000-$35,400"
"905",3,11499,1497.48048572712,"$4,600-$20,000"
"907",3,11714,358.51240041764,"$4,600-$20,000"
"908",3,12275,1075.65311651475,"$4,600-$20,000"
"909",3,9555,1324.0588812112,"$4,600-$20,000"
"910",3,40750,914.157807062342,"$35,400-$50,700"
"911",3,11443,296.100752529653,"$4,600-$20,000"
"912",3,10634,610.553860562701,"$4,600-$20,000"
"913",3,12283,1523.05054872921,"$4,600-$20,000"
"914",3,62212,654.664732170163,"50,800-$65,000"
"916",3,10546,96.1700145910241,"$4,600-$20,000"
"917",3,63691,226.190674539945,"50,800-$65,000"
"919",3,10378,1209.04856526692,"$4,600-$20,000"
"921",3,9238,545.553098788034,"$4,600-$20,000"
"922",3,43142,1661.26693458235,"$35,400-$50,700"
"923",3,27946,299.631527090729,"$20,000-$35,400"
"924",3,30231,1460.29217878462,"$20,000-$35,400"
"925",3,11062,1038.91150721612,"$4,600-$20,000"
"927",3,53851,643.199349351104,"50,800-$65,000"
"931",3,23635,122.009858339374,"$20,000-$35,400"
"933",3,11292,126.807278722101,"$4,600-$20,000"
"934",3,46130,459.370968476516,"$35,400-$50,700"
"936",3,38345,12.5051479579231,"$35,400-$50,700"
"937",3,52565,278.154172243687,"50,800-$65,000"
"938",3,52167,1577.87415826303,"50,800-$65,000"
"939",3,31107,1467.7652940537,"$20,000-$35,400"
"940",3,10929,980.45747033413,"$4,600-$20,000"
"941",3,26438,2050.82523640271,"$20,000-$35,400"
"942",3,12706,1431.58741056951,"$4,600-$20,000"
"943",3,23485,163.559463838855,"$20,000-$35,400"
"946",3,54526,1308.02064453257,"50,800-$65,000"
"947",3,39934,1180.04727028023,"$35,400-$50,700"
"949",3,26275,44.311791751907,"$20,000-$35,400"
"950",3,81058,84.952645193667,"$66,200-$81,530"
"951",3,24339,1166.99554885836,"$20,000-$35,400"
"952",3,10771,952.699470727346,"$4,600-$20,000"
"954",3,48838,1139.21002191385,"$35,400-$50,700"
"955",3,13095,85.8021053531994,"$4,600-$20,000"
"956",3,14147,157.708098265821,"$4,600-$20,000"
"959",3,43004,534.03879825402,"$35,400-$50,700"
"960",3,14722,360.78184732972,"$4,600-$20,000"
"961",3,10235,287.057504651493,"$4,600-$20,000"
"962",3,14489,481.168038845705,"$4,600-$20,000"
"963",3,43892,605.899916836064,"$35,400-$50,700"
"964",3,45697,1543.72937908825,"$35,400-$50,700"
"965",3,43227,1.87945504217212,"$35,400-$50,700"
"968",3,43586,1544.06946286028,"$35,400-$50,700"
"970",3,40895,1101.58420543709,"$35,400-$50,700"
"971",3,23892,226.016064408372,"$20,000-$35,400"
"972",3,13725,1957.87794848431,"$4,600-$20,000"
"973",3,13011,1413.80214321483,"$4,600-$20,000"
"974",3,18980,1025.24886409932,"$4,600-$20,000"
"976",3,12529,1115.70792698384,"$4,600-$20,000"
"979",3,12013,82.4808882084922,"$4,600-$20,000"
"982",3,29247,594.65518909388,"$20,000-$35,400"
"983",3,24338,470.55358151497,"$20,000-$35,400"
"984",3,22550,950.205868089876,"$20,000-$35,400"
"985",3,18500,260.437144897929,"$4,600-$20,000"
"986",3,10814,420.291191852729,"$4,600-$20,000"
"988",3,38493,270.110098921696,"$35,400-$50,700"
"989",3,47164,709.095393738768,"$35,400-$50,700"
"990",3,11281,1043.75269790996,"$4,600-$20,000"
"992",3,36350,931.629611006385,"$35,400-$50,700"
"993",3,9498,105.752462911348,"$4,600-$20,000"
"995",3,25774,1320.57050426187,"$20,000-$35,400"
"996",3,51664,441.825624099648,"50,800-$65,000"
"997",3,12976,893.652914888284,"$4,600-$20,000"
"998",3,46132,1141.82130029793,"$35,400-$50,700"
"999",3,24343,503.404496630118,"$20,000-$35,400"
"1000",3,41114,1841.85165523893,"$35,400-$50,700"
"1001",3,62950,817.739566243164,"50,800-$65,000"
"1002",3,27153,681.287854099644,"$20,000-$35,400"
"1004",3,36460,1613.73520662695,"$35,400-$50,700"
"1007",3,67574,868.7097669398,"$66,200-$81,530"
"1009",3,61735,304.836754861553,"50,800-$65,000"
"1010",3,52225,806.432445603478,"50,800-$65,000"
"1011",3,47871,690.81828609657,"$35,400-$50,700"
"1012",3,44979,1862.30358210364,"$35,400-$50,700"
"1013",3,38720,194.54170659129,"$35,400-$50,700"
"1014",3,53520,123.455335952483,"50,800-$65,000"
"1016",3,46064,660.29288570366,"$35,400-$50,700"
"1018",3,38236,328.941792062768,"$35,400-$50,700"
"1019",3,13172,766.638824569346,"$4,600-$20,000"
"1020",3,18756,978.196151753968,"$4,600-$20,000"
"1021",3,21348,87.9940930804498,"$20,000-$35,400"
"1022",3,46267,721.063905728037,"$35,400-$50,700"
"1023",3,41167,207.05143655807,"$35,400-$50,700"
"1024",3,19946,1182.51754886088,"$4,600-$20,000"
"1025",3,23079,554.382585181827,"$20,000-$35,400"
"1026",3,11659,737.414947319872,"$4,600-$20,000"
"1027",3,15126,889.527202312278,"$4,600-$20,000"
"1028",3,26051,1418.04208802204,"$20,000-$35,400"
"1029",3,13200,914.391301580237,"$4,600-$20,000"
"1030",3,13317,579.990651518053,"$4,600-$20,000"
"1031",3,14685,1647.97843051914,"$4,600-$20,000"
"1032",3,22408,170.54372532883,"$20,000-$35,400"
"1036",3,46592,509.146982187331,"$35,400-$50,700"
"1037",3,50130,219.052166797295,"$35,400-$50,700"
"1038",3,40361,21.1030484207592,"$35,400-$50,700"
"1039",3,25074,114.966750350789,"$20,000-$35,400"
"1041",3,23769,1456.89745828466,"$20,000-$35,400"
"1043",3,76883,401.907109819404,"$66,200-$81,530"
"1044",3,38495,292.322860987603,"$35,400-$50,700"
"1048",3,71664,553.210171484903,"$66,200-$81,530"
"1049",3,41644,1232.09848273839,"$35,400-$50,700"
"1050",3,43387,1402.75558211659,"$35,400-$50,700"
"1051",3,61344,1237.05093351342,"50,800-$65,000"
"1053",3,33979,1345.51635893274,"$20,000-$35,400"
"1054",3,50059,455.983532951323,"$35,400-$50,700"
"1055",3,48017,87.2926315091154,"$35,400-$50,700"
"1056",3,55483,1515.5149393797,"50,800-$65,000"
"1058",3,18493,48.3196094803481,"$4,600-$20,000"
"1059",3,59581,1120.8821986498,"50,800-$65,000"
"1061",4,47399,1166.75983026741,"$35,400-$50,700"
"1062",4,49252,499.115741184058,"$35,400-$50,700"
"1065",4,33319,383.678089229142,"$20,000-$35,400"
"1066",4,50561,911.090915828236,"$35,400-$50,700"
"1067",4,59900,6.91193209090281,"50,800-$65,000"
"1068",4,60359,1664.72525866699,"50,800-$65,000"
"1069",4,14535,790.364865474551,"$4,600-$20,000"
"1071",4,47712,1317.98435986574,"$35,400-$50,700"
"1072",4,59043,1232.14107719967,"50,800-$65,000"
"1073",4,47628,88.8994012206225,"$35,400-$50,700"
"1074",4,16577,1307.2124829659,"$4,600-$20,000"
"1075",4,30350,1002.37173777927,"$20,000-$35,400"
"1076",4,14476,1050.69376901338,"$4,600-$20,000"
"1077",4,28831,389.622432789736,"$20,000-$35,400"
"1078",4,45160,757.29477765552,"$35,400-$50,700"
"1079",4,41358,1623.34543382709,"$35,400-$50,700"
"1080",4,73244,253.612885848881,"$66,200-$81,530"
"1081",4,24022,912.721273071876,"$20,000-$35,400"
"1082",4,15502,288.40375732071,"$4,600-$20,000"
"1084",4,13213,842.801206116527,"$4,600-$20,000"
"1085",4,15972,1989.32516066557,"$4,600-$20,000"
"1086",4,18583,1024.73300689236,"$4,600-$20,000"
"1089",4,21746,321.781547421348,"$20,000-$35,400"
"1090",4,47506,291.8293503935,"$35,400-$50,700"
"1091",4,17633,2982.70405384604,"$4,600-$20,000"
"1092",4,25376,376.379150829925,"$20,000-$35,400"
"1093",4,14318,1738.79106880181,"$4,600-$20,000"
"1098",4,46488,1445.39848759578,"$35,400-$50,700"
"1099",4,59775,769.783039615984,"50,800-$65,000"
"1100",4,28730,171.672115058946,"$20,000-$35,400"
"1101",4,12888,559.713441861743,"$4,600-$20,000"
"1102",4,30272,544.952250654602,"$20,000-$35,400"
"1103",4,47588,586.383024068367,"$35,400-$50,700"
"1104",4,50045,664.220902338071,"$35,400-$50,700"
"1105",8,28211,93.6763093023579,"$20,000-$35,400"
"1106",4,14117,909.526740477967,"$4,600-$20,000"
"1107",4,20990,601.083262250918,"$20,000-$35,400"
"1108",4,46659,675.654860519026,"$35,400-$50,700"
"1109",4,15523,160.326245105303,"$4,600-$20,000"
"1110",4,17019,455.425898650604,"$4,600-$20,000"
"1115",4,47560,337.165463745853,"$35,400-$50,700"
"1116",4,30152,649.017411535892,"$20,000-$35,400"
"1118",4,55610,731.391379006741,"50,800-$65,000"
"1119",4,12798,264.729766014046,"$4,600-$20,000"
"1120",4,16706,600.833078911988,"$4,600-$20,000"
"1124",4,46992,318.277852169831,"$35,400-$50,700"
"1125",4,35545,822.336989340868,"$35,400-$50,700"
"1126",4,57479,56.7458496560209,"50,800-$65,000"
"1129",4,13836,185.44466481256,"$4,600-$20,000"
"1130",4,38839,879.255649341747,"$35,400-$50,700"
"1131",4,13215,639.705529032968,"$4,600-$20,000"
"1132",4,45984,1938.68828527578,"$35,400-$50,700"
"1133",4,16250,437.511182101902,"$4,600-$20,000"
"1134",4,47613,850.617498995536,"$35,400-$50,700"
"1135",4,49035,807.090900013349,"$35,400-$50,700"
"1136",4,45322,42.4660783207342,"$35,400-$50,700"
"1137",4,17756,529.237226879226,"$4,600-$20,000"
"1138",4,31705,737.340901739036,"$20,000-$35,400"
"1139",4,14617,1649.7776995228,"$4,600-$20,000"
"1140",4,11408,336.980863999502,"$4,600-$20,000"
"1141",4,15054,644.429616487413,"$4,600-$20,000"
"1142",4,12261,1030.21894640855,"$4,600-$20,000"
"1143",4,13842,2577.52500157183,"$4,600-$20,000"
"1144",4,25164,960.251953401227,"$20,000-$35,400"
"1145",4,19733,870.813433414215,"$4,600-$20,000"
"1146",4,20123,805.755846716734,"$20,000-$35,400"
"1147",4,18688,954.403677389538,"$4,600-$20,000"
"1148",4,35970,583.774404632805,"$35,400-$50,700"
"1149",4,41415,1367.79064849386,"$35,400-$50,700"
"1150",4,11937,53.6740196465907,"$4,600-$20,000"
"1151",4,11142,1472.82151039354,"$4,600-$20,000"
"1152",4,14165,143.56965981056,"$4,600-$20,000"
"1154",4,42623,1854.1327508734,"$35,400-$50,700"
"1155",4,11943,1429.76126434721,"$4,600-$20,000"
"1156",4,13788,819.501290403926,"$4,600-$20,000"
"1157",4,11690,369.030097624813,"$4,600-$20,000"
"1158",4,17716,355.145913108769,"$4,600-$20,000"
"1160",4,16914,42.5741316307503,"$4,600-$20,000"
"1161",4,21408,49.209864814427,"$20,000-$35,400"
"1162",4,25021,1586.47186223061,"$20,000-$35,400"
"1163",4,41922,1221.26805555505,"$35,400-$50,700"
"1165",4,25015,1649.37518268412,"$20,000-$35,400"
"1166",4,43220,799.080670288097,"$35,400-$50,700"
"1167",4,16581,194.011467141442,"$4,600-$20,000"
"1168",4,13049,487.729395768414,"$4,600-$20,000"
"1169",4,17064,94.5035324390255,"$4,600-$20,000"
"1170",4,35014,279.017406464812,"$20,000-$35,400"
"1171",4,44885,2209.67020583843,"$35,400-$50,700"
"1172",4,49211,249.000805363498,"$35,400-$50,700"
"1173",4,14744,2128.49567094077,"$4,600-$20,000"
"1174",4,18237,1345.90005052754,"$4,600-$20,000"
"1176",4,48695,601.834782699439,"$35,400-$50,700"
"1178",4,19036,1830.79829191018,"$4,600-$20,000"
"1179",4,14453,933.85623260566,"$4,600-$20,000"
"1180",4,43137,989.831510224343,"$35,400-$50,700"
"1181",4,13279,504.00483942826,"$4,600-$20,000"
"1182",4,11808,170.713338599957,"$4,600-$20,000"
"1183",4,48886,1075.02959611086,"$35,400-$50,700"
"1184",4,40641,932.153645393019,"$35,400-$50,700"
"1185",4,45134,1011.52421584295,"$35,400-$50,700"
"1186",4,20634,1538.64362005271,"$20,000-$35,400"
"1187",4,15233,639.469190271917,"$4,600-$20,000"
"1188",4,20571,665.887532717415,"$20,000-$35,400"
"1190",5,27641,830.150572911722,"$20,000-$35,400"
"1191",5,44043,287.932069989287,"$35,400-$50,700"
"1193",5,11970,1021.01108825681,"$4,600-$20,000"
"1195",5,57342,289.130526939772,"50,800-$65,000"
"1196",5,55656,89.6989995891529,"50,800-$65,000"
"1198",5,12827,263.447134508498,"$4,600-$20,000"
"1199",5,37749,162.943306417334,"$35,400-$50,700"
"1200",5,40745,644.784567557131,"$35,400-$50,700"
"1201",5,12292,224.895338680668,"$4,600-$20,000"
"1202",5,58601,509.085083083529,"50,800-$65,000"
"1203",5,20332,2154.18589067544,"$20,000-$35,400"
"1206",5,24319,1295.45543023562,"$20,000-$35,400"
"1207",5,23395,726.218385340348,"$20,000-$35,400"
"1208",5,12138,205.882837930158,"$4,600-$20,000"
"1210",5,54855,1877.28542652469,"50,800-$65,000"
"1212",5,11640,673.690366949419,"$4,600-$20,000"
"1214",5,12214,100.511499262642,"$4,600-$20,000"
"1215",5,12870,2605.44589469458,"$4,600-$20,000"
"1216",5,13019,90.0985544516648,"$4,600-$20,000"
"1218",5,23759,173.426841181993,"$20,000-$35,400"
"1219",5,15950,1172.75355866619,"$4,600-$20,000"
"1220",5,17812,481.555916589423,"$4,600-$20,000"
"1221",5,40639,1737.18806049132,"$35,400-$50,700"
"1222",5,30672,926.81062774829,"$20,000-$35,400"
"1223",5,35794,800.246049148858,"$35,400-$50,700"
"1225",5,38240,13.4495932589905,"$35,400-$50,700"
"1226",5,28984,200.699271885028,"$20,000-$35,400"
"1228",5,12645,104.432515155315,"$4,600-$20,000"
"1229",5,11634,417.497477227229,"$4,600-$20,000"
"1230",5,40816,1505.89835943804,"$35,400-$50,700"
"1231",5,20803,309.590362609417,"$20,000-$35,400"
"1232",5,21358,38.4142434803074,"$20,000-$35,400"
"1233",5,12725,1953.45093346922,"$4,600-$20,000"
"1234",5,17112,633.936396365803,"$4,600-$20,000"
"1235",5,12658,844.601420781338,"$4,600-$20,000"
"1236",5,33927,566.449952583039,"$20,000-$35,400"
"1237",5,11933,1346.1881677617,"$4,600-$20,000"
"1242",5,11873,80.1828725156021,"$4,600-$20,000"
"1243",5,11825,1011.58045126809,"$4,600-$20,000"
"1245",5,40042,1061.57054068497,"$35,400-$50,700"
"1246",5,28886,28.522061997832,"$20,000-$35,400"
"1247",5,43452,343.657480928459,"$35,400-$50,700"
"1248",5,55219,279.43507857448,"50,800-$65,000"
"1249",5,39252,474.479528606045,"$35,400-$50,700"
"1250",5,22140,901.87275377483,"$20,000-$35,400"
"1251",5,12986,866.213550903534,"$4,600-$20,000"
"1255",5,15630,3185.73842487677,"$4,600-$20,000"
"1256",5,56169,129.329492208097,"50,800-$65,000"
"1259",5,13538,502.977644218829,"$4,600-$20,000"
"1262",5,33507,58.8636584073413,"$20,000-$35,400"
"1263",5,14957,279.694394866655,"$4,600-$20,000"
"1264",5,24135,136.561428316348,"$20,000-$35,400"
"1266",5,23684,109.608224042802,"$20,000-$35,400"
"1269",5,14397,1127.77942208042,"$4,600-$20,000"
"1270",5,33592,1678.56621988405,"$20,000-$35,400"
"1271",5,16113,274.805056375883,"$4,600-$20,000"
"1272",5,19291,152.28595306526,"$4,600-$20,000"
"1276",5,28362,1399.22458629415,"$20,000-$35,400"
"1278",5,23174,51.4335320151914,"$20,000-$35,400"
"1279",5,57177,961.800475252557,"50,800-$65,000"
"1280",5,21296,621.900946678121,"$20,000-$35,400"
"1281",5,21169,165.29942876942,"$20,000-$35,400"
"1283",5,21100,569.06781519321,"$20,000-$35,400"
"1284",5,21829,1121.48652744077,"$20,000-$35,400"
"1285",5,16880,1086.84440165325,"$4,600-$20,000"
"1286",5,23156,611.594609588157,"$20,000-$35,400"
"1287",5,23846,96.9671605961854,"$20,000-$35,400"
"1288",5,25808,322.28899382334,"$20,000-$35,400"
"1295",5,14370,222.289540441086,"$4,600-$20,000"
"1296",5,26924,153.374176749611,"$20,000-$35,400"
"1297",5,15260,711.62617092054,"$4,600-$20,000"
"1299",5,21636,36.1289616778421,"$20,000-$35,400"
"1300",5,24045,886.46697122225,"$20,000-$35,400"
"1301",5,19443,18.7397491188785,"$4,600-$20,000"
"1302",5,17500,667.203272226902,"$4,600-$20,000"
"1303",5,22737,1704.79301736088,"$20,000-$35,400"
"1304",5,14857,846.171229818615,"$4,600-$20,000"
"1305",5,78326,1457.65616335849,"$66,200-$81,530"
"1306",5,36770,2408.43418245341,"$35,400-$50,700"
"1307",1,54437,1237.52554357017,"50,800-$65,000"
"1308",1,75680,1079.61038107798,"$66,200-$81,530"
"1310",1,71880,991.619288084894,"$66,200-$81,530"
"1311",1,22005,1652.6772124759,"$20,000-$35,400"
"1312",1,14679,611.761488198454,"$4,600-$20,000"
"1313",1,76425,152.38247780139,"$66,200-$81,530"
"1314",1,15946,1085.56152702764,"$4,600-$20,000"
"1315",1,14810,1545.59734775244,"$4,600-$20,000"
"1316",1,38948,2686.65491658319,"$35,400-$50,700"
"1317",1,17335,95.6605525648674,"$4,600-$20,000"
"1318",1,22999,402.713009142305,"$20,000-$35,400"
"1319",1,16444,1766.68105432172,"$4,600-$20,000"
"1320",1,25127,1366.47567566769,"$20,000-$35,400"
"1321",1,28600,1252.04713759093,"$20,000-$35,400"
"1322",1,16470,268.083750773827,"$4,600-$20,000"
"1323",1,57631,1603.55759722418,"50,800-$65,000"
"1324",1,16014,1856.43767381974,"$4,600-$20,000"
"1326",1,53673,629.146197677765,"50,800-$65,000"
"1327",1,54309,166.673479505725,"50,800-$65,000"
"1329",1,16078,1049.19768942887,"$4,600-$20,000"
"1330",1,17748,945.847051427314,"$4,600-$20,000"
"1331",1,41520,13.4126022508382,"$35,400-$50,700"
"1332",1,19378,1492.35502621412,"$4,600-$20,000"
"1333",1,12689,1343.40544227691,"$4,600-$20,000"
"1334",2,14790,100.523381507707,"$4,600-$20,000"
"1335",2,18839,1956.08157968901,"$4,600-$20,000"
"1338",2,11569,470.012772990286,"$4,600-$20,000"
"1339",2,25160,972.81451760635,"$20,000-$35,400"
"1340",2,22835,425.064309517417,"$20,000-$35,400"
"1341",2,41508,943.662210896527,"$35,400-$50,700"
"1342",2,13420,545.590527804149,"$4,600-$20,000"
"1343",2,13227,1228.180596721,"$4,600-$20,000"
"1344",2,10137,1502.59749319292,"$4,600-$20,000"
"1345",2,28100,1970.07316140515,"$20,000-$35,400"
"1346",2,14332,442.660935562087,"$4,600-$20,000"
"1349",2,9754,728.245368686471,"$4,600-$20,000"
"1350",2,25170,235.629035969563,"$20,000-$35,400"
"1351",2,12792,499.386994140007,"$4,600-$20,000"
"1352",2,52476,310.249716256744,"50,800-$65,000"
"1353",2,11764,721.895196617109,"$4,600-$20,000"
"1354",2,11751,1311.75069080821,"$4,600-$20,000"
"1355",2,56539,1926.83068756436,"50,800-$65,000"
"1356",2,14980,612.496816235623,"$4,600-$20,000"
"1358",2,65544,774.273758913474,"50,800-$65,000"
"1360",2,66352,839.670460083923,"$66,200-$81,530"
"1361",2,20994,595.168359667159,"$20,000-$35,400"
"1363",2,15880,472.743717340401,"$4,600-$20,000"
"1364",2,26915,779.432330758319,"$20,000-$35,400"
"1365",2,59244,274.456891101986,"50,800-$65,000"
"1366",2,23095,302.416166880373,"$20,000-$35,400"
"1369",2,14664,99.1750616473611,"$4,600-$20,000"
"1370",2,23375,1874.36487291522,"$20,000-$35,400"
"1371",2,58866,765.080433304687,"50,800-$65,000"
"1372",2,23750,504.829783656244,"$20,000-$35,400"
"1374",2,58673,680.173018872677,"50,800-$65,000"
"1375",2,19448,406.388245458367,"$4,600-$20,000"
"1377",2,25092,474.466222962746,"$20,000-$35,400"
"1378",2,30817,551.600816836124,"$20,000-$35,400"
"1379",2,50439,887.252437220555,"$35,400-$50,700"
"1380",2,19718,162.766619444054,"$4,600-$20,000"
"1383",2,52452,437.974217840264,"50,800-$65,000"
"1384",2,58648,291.13089104692,"50,800-$65,000"
"1385",2,62020,1185.98986709861,"50,800-$65,000"
"1386",2,13093,718.365365027028,"$4,600-$20,000"
"1387",1,73658,644.475578558631,"$66,200-$81,530"
"1388",1,50598,563.658781682464,"$35,400-$50,700"
"1389",1,77411,558.002202441683,"$66,200-$81,530"
"1390",1,52960,265.589916196246,"50,800-$65,000"
"1392",1,56939,2320.35959928794,"50,800-$65,000"
"1393",1,74300,208.116965847749,"$66,200-$81,530"
"1395",1,26691,379.296306062657,"$20,000-$35,400"
"1396",1,46404,118.371021163201,"$35,400-$50,700"
"1397",1,45054,750.045601301889,"$35,400-$50,700"
"1398",1,71942,812.42852738854,"$66,200-$81,530"
"1399",1,65888,1813.04126689662,"50,800-$65,000"
"1400",1,15428,127.182882278768,"$4,600-$20,000"
"1402",1,35296,461.046427508908,"$20,000-$35,400"
"1404",1,78200,144.245640650666,"$66,200-$81,530"
"1405",1,76389,40.9694965011349,"$66,200-$81,530"
"1406",1,74091,554.612799849418,"$66,200-$81,530"
"1407",1,19576,313.200739317926,"$4,600-$20,000"
"1408",1,11481,667.463661596486,"$4,600-$20,000"
