"","UNITID","OPEID6","INSTNM","CONTROL","MAIN","CIPCODE","CIPDESC","CREDLEV","CREDDESC","IPEDSCOUNT1","IPEDSCOUNT2","DEBT_ALL_STGP_ANY_N","DEBT_ALL_STGP_ANY_MEAN","DEBT_ALL_STGP_ANY_MDN","DEBT_ALL_STGP_EVAL_N","DEBT_ALL_STGP_EVAL_MEAN","DEBT_ALL_STGP_EVAL_MDN","DEBT_ALL_PP_ANY_N","DEBT_ALL_PP_ANY_MEAN","DEBT_ALL_PP_ANY_MDN","DEBT_ALL_PP_EVAL_N","DEBT_ALL_PP_EVAL_MEAN","DEBT_ALL_PP_EVAL_MDN","DEBT_MALE_STGP_ANY_N","DEBT_MALE_STGP_ANY_MEAN","DEBT_MALE_STGP_ANY_MDN","DEBT_MALE_STGP_EVAL_N","DEBT_MALE_STGP_EVAL_MEAN","DEBT_MALE_STGP_EVAL_MDN","DEBT_MALE_PP_ANY_N","DEBT_MALE_PP_ANY_MEAN","DEBT_MALE_PP_ANY_MDN","DEBT_MALE_PP_EVAL_N","DEBT_MALE_PP_EVAL_MEAN","DEBT_MALE_PP_EVAL_MDN","DEBT_NOTMALE_STGP_ANY_N","DEBT_NOTMALE_STGP_ANY_MEAN","DEBT_NOTMALE_STGP_ANY_MDN","DEBT_NOTMALE_STGP_EVAL_N","DEBT_NOTMALE_STGP_EVAL_MEAN","DEBT_NOTMALE_STGP_EVAL_MDN","DEBT_NOTMALE_PP_ANY_N","DEBT_NOTMALE_PP_ANY_MEAN","DEBT_NOTMALE_PP_ANY_MDN","DEBT_NOTMALE_PP_EVAL_N","DEBT_NOTMALE_PP_EVAL_MEAN","DEBT_NOTMALE_PP_EVAL_MDN","DEBT_PELL_STGP_ANY_N","DEBT_PELL_STGP_ANY_MEAN","DEBT_PELL_STGP_ANY_MDN","DEBT_PELL_STGP_EVAL_N","DEBT_PELL_STGP_EVAL_MEAN","DEBT_PELL_STGP_EVAL_MDN","DEBT_PELL_PP_ANY_N","DEBT_PELL_PP_ANY_MEAN","DEBT_PELL_PP_ANY_MDN","DEBT_PELL_PP_EVAL_N","DEBT_PELL_PP_EVAL_MEAN","DEBT_PELL_PP_EVAL_MDN","DEBT_NOPELL_STGP_ANY_N","DEBT_NOPELL_STGP_ANY_MEAN","DEBT_NOPELL_STGP_ANY_MDN","DEBT_NOPELL_STGP_EVAL_N","DEBT_NOPELL_STGP_EVAL_MEAN","DEBT_NOPELL_STGP_EVAL_MDN","DEBT_NOPELL_PP_ANY_N","DEBT_NOPELL_PP_ANY_MEAN","DEBT_NOPELL_PP_ANY_MDN","DEBT_NOPELL_PP_EVAL_N","DEBT_NOPELL_PP_EVAL_MEAN","DEBT_NOPELL_PP_EVAL_MDN","DEBT_ALL_PP_ANY_MDN10YRPAY","DEBT_ALL_PP_EVAL_MDN10YRPAY","DEBT_ALL_STGP_ANY_MDN10YRPAY","DEBT_ALL_STGP_EVAL_MDN10YRPAY","EARN_COUNT_NWNE_HI_1YR","EARN_CNTOVER150_HI_1YR","EARN_COUNT_WNE_HI_1YR","EARN_MDN_HI_1YR","EARN_COUNT_NWNE_HI_2YR","EARN_CNTOVER150_HI_2YR","EARN_COUNT_WNE_HI_2YR","EARN_MDN_HI_2YR","BBRR2_FED_COMP_N","BBRR2_FED_COMP_DFLT","BBRR2_FED_COMP_DLNQ","BBRR2_FED_COMP_FBR","BBRR2_FED_COMP_DFR","BBRR2_FED_COMP_NOPROG","BBRR2_FED_COMP_MAKEPROG","BBRR2_FED_COMP_PAIDINFULL","BBRR2_FED_COMP_DISCHARGE","BBRR3_FED_COMP_N","BBRR3_FED_COMP_DFLT","BBRR3_FED_COMP_DLNQ","BBRR3_FED_COMP_FBR","BBRR3_FED_COMP_DFR","BBRR3_FED_COMP_NOPROG","BBRR3_FED_COMP_MAKEPROG","BBRR3_FED_COMP_PAIDINFULL","BBRR3_FED_COMP_DISCHARGE","EARN_COUNT_PELL_WNE_1YR","EARN_PELL_WNE_MDN_1YR","EARN_COUNT_NOPELL_WNE_1YR","EARN_NOPELL_WNE_MDN_1YR","EARN_COUNT_MALE_WNE_1YR","EARN_MALE_WNE_MDN_1YR","EARN_COUNT_NOMALE_WNE_1YR","EARN_NOMALE_WNE_MDN_1YR","EARN_COUNT_NE_3YR","EARN_NE_MDN_3YR","EARN_COUNT_WNE_3YR","EARN_CNTOVER150_3YR","EARN_COUNT_PELL_NE_3YR","EARN_PELL_NE_MDN_3YR","EARN_COUNT_NOPELL_NE_3YR","EARN_NOPELL_NE_MDN_3YR","EARN_COUNT_MALE_NE_3YR","EARN_MALE_NE_MDN_3YR","EARN_COUNT_NOMALE_NE_3YR","EARN_NOMALE_NE_MDN_3YR","EARN_COUNT_NWNE_1YR","EARN_COUNT_WNE_1YR","EARN_MDN_1YR","EARN_GT_THRESHOLD_1YR","EARN_COUNT_HIGH_CRED_1YR","EARN_IN_STATE_1YR","EARN_COUNT_NWNE_4YR","EARN_COUNT_WNE_4YR","EARN_MDN_4YR","EARN_GT_THRESHOLD_4YR","EARN_COUNT_PELL_WNE_4YR","EARN_PELL_WNE_MDN_4YR","EARN_COUNT_NOPELL_WNE_4YR","EARN_NOPELL_WNE_MDN_4YR","EARN_COUNT_MALE_WNE_4YR","EARN_COUNT_NOMALE_WNE_4YR","EARN_COUNT_HIGH_CRED_4YR","EARN_IN_STATE_4YR","BBRR1_FED_COMP_N","BBRR1_FED_COMP_DFLT","BBRR1_FED_COMP_DLNQ","BBRR1_FED_COMP_FBR","BBRR1_FED_COMP_DFR","BBRR1_FED_COMP_NOPROG","BBRR1_FED_COMP_MAKEPROG","BBRR1_FED_COMP_PAIDINFULL","BBRR1_FED_COMP_DISCHARGE","BBRR4_FED_COMP_N","BBRR4_FED_COMP_DFLT","BBRR4_FED_COMP_DLNQ","BBRR4_FED_COMP_FBR","BBRR4_FED_COMP_DFR","BBRR4_FED_COMP_NOPROG","BBRR4_FED_COMP_MAKEPROG","BBRR4_FED_COMP_PAIDINFULL","BBRR4_FED_COMP_DISCHARGE","DISTANCE","Gender","Earnings"
"11","110556","001147","California State University-Fresno","Public",1,"1304","Educational Administration and Supervision.",6,"Doctoral Degree","31","35","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","42","51126","55954","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","18","57175","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","24","46589","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","636","0","36","37","86427","0","36","36","101964","27","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","25","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","30","96193","17","109253","PrivacySuppressed","PrivacySuppressed","37","101560","36","107577","36","35","18","106822","18","107005","17","109233","19","103274","0","47","102419","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","3","33","115750","PrivacySuppressed","18","109966","PrivacySuppressed","PrivacySuppressed","16","17","PrivacySuppressed","33","29","PrivacySuppressed","PrivacySuppressed","0.60 - 0.79","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","25","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed",2,"EARN_NOMALE_WNE_MDN_4YR",112749
"12","110565","001137","California State University-Fullerton","Public",1,"5138","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,"Bachelor's Degree","285","295","282","20277","17375","224","14402","12500","35","16563","11648","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","44","20776","14727","33","13676","12500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","238","20184","18169","191","14527","12500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","223","20067","16551","173","14030","12399","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","59","21067","20834","51","15663","12500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","139","PrivacySuppressed","184","133","5","325","335","86611","4","214","226","86042","207","<=0.05","<=0.05","0.10 - 0.14","0.10 - 0.14","0.10 - 0.14","0.40 - 0.44","0.20 - 0.24","<=0.05","183","<=0.10","<=0.10","0.10 - 0.19","0.10 - 0.19","0.10 - 0.19","0.30 - 0.39","0.20 - 0.29","<=0.10","271","95330","69","89569","47","96874","293","93099","206","94651","199","192","157","94920","49","92676","40","96185","166","93880","7","339","94018","322","PrivacySuppressed","PrivacySuppressed","4","197","105346","PrivacySuppressed","150","103691","46","109670","41","156","PrivacySuppressed","189","204","<=0.05","<=0.05","0.45 - 0.49","<=0.05","0.05 - 0.09","0.20 - 0.24","0.15 - 0.19","<=0.05","183","<=0.10","<=0.10","0.30 - 0.39","0.10 - 0.19","<=0.10","0.10 - 0.19","0.30 - 0.39","<=0.10",1,"EARN_NOMALE_WNE_MDN_4YR",103694
"13","110574","001138","California State University-East Bay","Public",1,"5202","Business Administration, Management and Operations.",5,"Master's Degree","156","139","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","61","32354","29439","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","33","33356","33337","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","28","31172","23242","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","36","33042","34558","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","25","31362","25462","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","335","4","95","107","82891","5","46","53","79838","83","<=0.20","<=0.20","0.20 - 0.39","<=0.20","0.20 - 0.39","0.20 - 0.39","0.20 - 0.39","<=0.20","59","<=0.20","<=0.20","<=0.20","<=0.20","0.20 - 0.39","0.20 - 0.39","0.20 - 0.39","<=0.20","62","86029","34","94754","40","82028","58","92387","61","93792","52","51","31","86947","30","103894","31","93880","30","90192","2","97","89649","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","7","55","113177","PrivacySuppressed","27","83205","28","129549","30","25","PrivacySuppressed","53","53","<=0.20","<=0.20","0.40 - 0.59","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","59","<=0.20","<=0.20","0.40 - 0.59","<=0.20","<=0.20","<=0.20","0.20 - 0.39","<=0.20",1,"EARN_NOMALE_WNE_MDN_4YR",102645
"14","110583","001139","California State University-Long Beach","Public",1,"5138","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,"Bachelor's Degree","203","236","238","20108","18661","214","17654","16743","33","20694","14000","16","18611","PrivacySuppressed","51","20890","18573","45","18099","17211","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","187","19895","18750","169","17536","16192","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","157","19180","16850","138","16436","14799","10","13808","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","81","21907","19500","76","19868","19440","23","23689","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","166","PrivacySuppressed","198","178","3","303","308","83777","3","268","272","85795","212","<=0.05","<=0.05","0.10 - 0.14","<=0.05","0.10 - 0.14","0.45 - 0.49","0.25 - 0.29","<=0.05","227","<=0.05","<=0.05","0.10 - 0.14","0.05 - 0.09","<=0.05","0.40 - 0.44","0.30 - 0.34","<=0.05","238","92460","65","90022","60","92202","242","91281","245","94848","238","231","195","95291","52","93585","54","97062","191","94421","1","304","91194","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","7","238","106552","PrivacySuppressed","193","106763","45","106725","56","182","PrivacySuppressed","229","186","<=0.10","<=0.10","0.40 - 0.49","<=0.10","<=0.10","0.20 - 0.29","0.10 - 0.19","<=0.10","226","<=0.05","<=0.05","0.35 - 0.39","0.05 - 0.09","<=0.05","0.15 - 0.19","0.35 - 0.39","<=0.05",1,"EARN_NOMALE_WNE_MDN_4YR",106706
"15","110592","001140","California State University-Los Angeles","Public",1,"5138","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,"Bachelor's Degree","165","171","206","22378","18964","176","15602","12500","16","22088","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","54","21490","18631","43","17331","16257","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","152","22693","19119","133","15043","12500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","158","22111","18631","135","14715","12500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","48","23255","20500","41","18522","19373","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","201","133","1","213","217","90684","0","127","133","87548","138","<=0.10","<=0.10","<=0.10","<=0.10","<=0.10","0.50 - 0.59","0.20 - 0.29","<=0.10","89","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","0.40 - 0.59","0.20 - 0.39","<=0.20","181","92873","41","100766","48","97040","175","94046","120","93771","119","113","107","94801","PrivacySuppressed","PrivacySuppressed","24","99356","96","91777","1","222","94534","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","114","103598","PrivacySuppressed","102","104667","PrivacySuppressed","PrivacySuppressed","25","89","PrivacySuppressed","106","170","<=0.10","<=0.10","0.30 - 0.39","<=0.10","<=0.10","0.20 - 0.29","0.20 - 0.29","<=0.10","89","<=0.20","<=0.20","0.20 - 0.39","<=0.20","<=0.20","<=0.20","0.40 - 0.59","<=0.20",1,"EARN_NOMALE_WNE_MDN_4YR",102898
"16","110608","001153","California State University-Northridge","Public",1,"5138","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",3,"Bachelor's Degree","53","90","89","22305","20000","73","16168","15041","10","34723","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","19","23539","18197","17","16985","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","70","21970","20488","56","15920","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","64","19646","18578","51","14439","12500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","25","29113","25000","22","20176","24220","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","212","159","1","140","144","89831","0","82","84","92124","109","<=0.10","<=0.10","0.10 - 0.19","<=0.10","<=0.10","0.50 - 0.59","0.20 - 0.29","<=0.10","102","<=0.10","<=0.10","0.10 - 0.19","<=0.10","<=0.10","0.40 - 0.49","0.20 - 0.29","<=0.10","80","96304","31","105514","16","96807","94","99975","81","98535","77","77","48","94637","34","99108","PrivacySuppressed","PrivacySuppressed","65","95353","0","111","99252","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","79","110342","PrivacySuppressed","46","112373","32","107671","16","63","PrivacySuppressed","75","35","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.40 - 0.59","PrivacySuppressed","PrivacySuppressed","102","<=0.10","<=0.10","0.40 - 0.49","<=0.10","<=0.10","0.10 - 0.19","0.30 - 0.39","<=0.10",1,"EARN_NOMALE_WNE_MDN_4YR",110544
"17","110635","001312","University of California-Berkeley","Public",1,"2703","Applied Mathematics.",3,"Bachelor's Degree","311","326","138","PrivacySuppressed","14598","138","PrivacySuppressed","14500","26","32943","24845","25","33603","25000","90","PrivacySuppressed","14748","90","PrivacySuppressed","14598","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","48","PrivacySuppressed","13623","48","PrivacySuppressed","13623","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","101","PrivacySuppressed","14800","101","PrivacySuppressed","14696","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","37","PrivacySuppressed","14475","37","PrivacySuppressed","14475","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","295","297","155","154","14","113","120","71282","2","55","57","65387","86","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","0.20 - 0.39","0.20 - 0.39","<=0.20","57","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","0.20 - 0.39","0.20 - 0.39","<=0.20","114","64817","32","82634","99","64951","48","68576","56","102543","52","50","40","103561","PrivacySuppressed","PrivacySuppressed","33","112555","23","88332","21","147","65483","115","PrivacySuppressed","PrivacySuppressed","4","53","120626","PrivacySuppressed","38","125000","PrivacySuppressed","PrivacySuppressed","30","21","PrivacySuppressed","42","124","<=0.10","<=0.10","0.40 - 0.49","<=0.10","<=0.10","0.10 - 0.19","0.20 - 0.29","<=0.10","57","<=0.20","<=0.20","0.20 - 0.39","<=0.20","<=0.20","<=0.20","0.40 - 0.59","<=0.20",1,"EARN_NOMALE_WNE_MDN_4YR",116529
"18","110635","001312","University of California-Berkeley","Public",1,"4405","Public Policy Analysis.",5,"Master's Degree","134","126","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","4","66","68","83177","21","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","51","<=0.20","<=0.20","<=0.20","<=0.20","0.20 - 0.39","0.20 - 0.39","0.20 - 0.39","<=0.20","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","69","92822","69","64","21","87059","50","92918","23","94218","47","91999","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","2","67","103343","PrivacySuppressed","20","96443","47","104765","23","44","PrivacySuppressed","50","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","51","<=0.20","<=0.20","0.20 - 0.39","<=0.20","<=0.20","<=0.20","0.40 - 0.59","<=0.20",1,"EARN_NOMALE_WNE_MDN_4YR",103151
"19","110635","001312","University of California-Berkeley","Public",1,"4506","Economics.",3,"Bachelor's Degree","719","751","181","14142","13000","174","13558","12650","41","45039","30530","38","42984","28846","114","14934","13895","108","14277","13375","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","67","12795","10474","66","12383","10187","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","110","14889","13923","105","14146","13550","13","32800","PrivacySuppressed","12","26568","PrivacySuppressed","71","12985","11980","69","12664","11000","28","50722","PrivacySuppressed","26","50561","PrivacySuppressed","363","343","138","134","30","284","302","71330","14","211","220","70379","216","<=0.05","<=0.05","0.05 - 0.09","0.05 - 0.09","<=0.05","0.35 - 0.39","0.45 - 0.49","<=0.05","199","<=0.10","<=0.10","<=0.10","<=0.10","<=0.10","0.30 - 0.39","0.40 - 0.49","<=0.10","129","71691","75","90319","113","77571","90","75198","230","87328","219","213","169","85252","62","90307","125","94886","106","82322","16","203","75879","182","PrivacySuppressed","PrivacySuppressed","12","214","106624","PrivacySuppressed","159","105854","56","108890","116","101","PrivacySuppressed","183","179","<=0.10","<=0.10","0.30 - 0.39","<=0.10","<=0.10","0.20 - 0.29","0.30 - 0.39","<=0.10","199","<=0.10","<=0.10","0.20 - 0.29","<=0.10","<=0.10","0.20 - 0.29","0.50 - 0.59","<=0.10",1,"EARN_NOMALE_WNE_MDN_4YR",101192
"20","110662","001315","University of California-Los Angeles","Public",1,"1410","Electrical, Electronics and Communications Engineering.",3,"Bachelor's Degree","149","157","86","PrivacySuppressed","17877","86","PrivacySuppressed","16979","10","PrivacySuppressed","PrivacySuppressed","10","PrivacySuppressed","PrivacySuppressed","75","PrivacySuppressed","PrivacySuppressed","75","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","11","PrivacySuppressed","PrivacySuppressed","11","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","55","PrivacySuppressed","18541","55","PrivacySuppressed","17338","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","31","PrivacySuppressed","16450","31","PrivacySuppressed","16450","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","190","180","1","59","66","78867","7","70","74","83915","55","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","0.20 - 0.39","0.40 - 0.59","<=0.20","63","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","0.40 - 0.59","0.40 - 0.59","<=0.20","56","81031","21","82551","70","83426","PrivacySuppressed","PrivacySuppressed","81","87275","70","68","61","87970","20","88091","63","88578","17","85110","6","79","81319","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","5","76","110760","PrivacySuppressed","56","111297","20","109810","56","20","PrivacySuppressed","73","73","<=0.20","<=0.20","0.40 - 0.59","<=0.20","<=0.20","<=0.20","0.20 - 0.39","<=0.20","63","<=0.20","<=0.20","<=0.20","<=0.20","<=0.20","0.20 - 0.39","0.40 - 0.59","<=0.20",1,"EARN_NOMALE_WNE_MDN_4YR",101350
"21","110662","001315","University of California-Los Angeles","Public",1,"5138","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",5,"Master's Degree","183","149","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","210","56484","50511","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","39","64983","61500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","171","54545","47000","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","128","58894","55872","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","82","52721","43900","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","575","4","222","228","94892","1","235","239","99040","207","<=0.05","<=0.05","0.10 - 0.14","<=0.05","0.30 - 0.34","0.25 - 0.29","0.20 - 0.24","<=0.05","218","<=0.05","<=0.05","0.10 - 0.14","<=0.05","0.25 - 0.29","0.25 - 0.29","0.25 - 0.29","<=0.05","137","99529","81","104518","36","98424","183","103331","234","110415","229","224","117","116343","118","106158","43","119718","191","108432","3","219","102334","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","5","224","116547","PrivacySuppressed","113","123456","112","106782","40","184","PrivacySuppressed","206","220","<=0.05","<=0.05","0.50 - 0.54","<=0.05","0.25 - 0.29","0.10 - 0.14","0.10 - 0.14","<=0.05","217","<=0.05","<=0.05","0.30 - 0.34","<=0.05","0.15 - 0.19","0.10 - 0.14","0.35 - 0.39","<=0.05",1,"EARN_NOMALE_WNE_MDN_4YR",115682
